"20760","Erratic","Slow-moving"
"20761","Moderate","Slow-moving"
"20762","Moderate","Slow-moving"
"20763","Erratic","Slow-moving"
"20764","Moderate","Slow-moving"
"20765","Moderate","Slow-moving"
"20766","Erratic","Slow-moving"
"20767","Erratic","Slow-moving"
"20768","Erratic","Slow-moving"
"20769","Moderate","Slow-moving"
"20770","Erratic","Slow-moving"
"20771","Moderate","Slow-moving"
"20772","Erratic","Slow-moving"
"20773","Moderate","Slow-moving"
"20774","Moderate","Slow-moving"
"20775","Moderate","Slow-moving"
"20777","Moderate","Slow-moving"
"20778","Stable","Slow-moving"
"20780","Erratic","Slow-moving"
"20781","Stable","Slow-moving"
"20782","Moderate","Slow-moving"
"20785","Erratic","Slow-moving"
"20793","Moderate","Slow-moving"
"20794","Moderate","Slow-moving"
"20795","Moderate","Slow-moving"
"20796","Moderate","Medium-moving"
"20798","Moderate","Medium-moving"
"20801","Erratic","Medium-moving"
"20802","Erratic","Medium-moving"
"20803","Erratic","Fast-moving"
"20816","Moderate","Slow-moving"
"20818","Erratic","Slow-moving"
"20819","Moderate","Slow-moving"
"20820","Stable","Slow-moving"
"20821","Moderate","Slow-moving"
"20823","Moderate","Medium-moving"
"20826","Moderate","Fast-moving"
"20827","Moderate","Fast-moving"
"20828","Erratic","Slow-moving"
"20829","Erratic","Medium-moving"
"20830","Moderate","Slow-moving"
"20831","Erratic","Medium-moving"
"20832","Erratic","Medium-moving"
"20835","Stable","Medium-moving"
"20836","Stable","Medium-moving"
"20837","Stable","Medium-moving"
"20838","Moderate","Medium-moving"
"20839","Moderate","Medium-moving"
"20840","Moderate","Medium-moving"
"20845","Moderate","Slow-moving"
"20846","Erratic","Medium-moving"
"20847","Moderate","Slow-moving"
"20848","Stable","Slow-moving"
"20849","Stable","Slow-moving"
"20851","Stable","Slow-moving"
"20854","Erratic","Medium-moving"
"20856","Moderate","Slow-moving"
"20857","Erratic","Slow-moving"
"20860","Stable","Slow-moving"
"20861","Stable","Slow-moving"
"20866","Erratic","Medium-moving"
"20867","Erratic","Medium-moving"
"20868","Erratic","Medium-moving"
"20869","Erratic","Medium-moving"
"20871","Stable","Slow-moving"
"20878","Moderate","Slow-moving"
"20886","Erratic","Slow-moving"
"20892","Stable","Slow-moving"
"20893","Erratic","Medium-moving"
"20894","Moderate","Slow-moving"
"20897","Erratic","Slow-moving"
"20898","Erratic","Slow-moving"
"20901","Stable","Slow-moving"
"20902","Erratic","Slow-moving"
"20903","Moderate","Slow-moving"
"20906","Stable","Slow-moving"
"20910","Stable","Slow-moving"
"20914","Erratic","Medium-moving"
"20931","Erratic","Slow-moving"
"20932","Erratic","Medium-moving"
"20933","Moderate","Slow-moving"
"20934","Moderate","Slow-moving"
"20935","Stable","Slow-moving"
"20936","Moderate","Slow-moving"
"20941","Erratic","Slow-moving"
"20950","Stable","Slow-moving"
"20954","Stable","Slow-moving"
"20956","Erratic","Medium-moving"
"20960","Moderate","Slow-moving"
"20961","Erratic","Medium-moving"
"20963","Erratic","Medium-moving"
"20964","Stable","Slow-moving"
"20966","Erratic","Medium-moving"
"20967","Erratic","Slow-moving"
"20969","Erratic","Medium-moving"
"20970","Erratic","Slow-moving"
"20971","Erratic","Fast-moving"
"20972","Erratic","Medium-moving"
"20973","Erratic","Medium-moving"
"20974","Erratic","Medium-moving"
"20975","Erratic","Medium-moving"
"20977","Erratic","Medium-moving"
"20978","Erratic","Medium-moving"
"20979","Erratic","Medium-moving"
"20980","Erratic","Slow-moving"
"20981","Moderate","Medium-moving"
"20982","Erratic","Medium-moving"
"20983","Erratic","Medium-moving"
"20984","Erratic","Fast-moving"
"20985","Erratic","Medium-moving"
"20986","Erratic","Medium-moving"
"20992","Erratic","Medium-moving"
"20996","Erratic","Medium-moving"
"20997","Moderate","Slow-moving"
"20998","Moderate","Slow-moving"
"21000","Moderate","Slow-moving"
"21001","Moderate","Slow-moving"
"21002","Moderate","Slow-moving"
"21003","Moderate","Slow-moving"
"21009","Stable","Slow-moving"
"21011","Moderate","Medium-moving"
"21012","Erratic","Medium-moving"
"21014","Erratic","Medium-moving"
"21015","Erratic","Medium-moving"
"21018","Erratic","Slow-moving"
"21025","Erratic","Slow-moving"
"21026","Erratic","Slow-moving"
"21027","Erratic","Slow-moving"
"21028","Erratic","Slow-moving"
"21030","Moderate","Slow-moving"
"21031","Erratic","Slow-moving"
"21032","Erratic","Slow-moving"
"21033","Erratic","Medium-moving"
"21034","Erratic","Slow-moving"
"21035","Erratic","Medium-moving"
"21038","Moderate","Slow-moving"
"21039","Erratic","Medium-moving"
"21040","Moderate","Slow-moving"
"21041","Erratic","Slow-moving"
"21042","Moderate","Slow-moving"
"21043","Erratic","Medium-moving"
"21051","Erratic","Medium-moving"
"21054","Erratic","Slow-moving"
"21055","Moderate","Slow-moving"
"21056","Erratic","Slow-moving"
"21058","Erratic","Medium-moving"
"21059","Moderate","Medium-moving"
"21060","Moderate","Medium-moving"
"21061","Erratic","Medium-moving"
"21062","Moderate","Medium-moving"
"21063","Erratic","Medium-moving"
"21064","Erratic","Slow-moving"
"21065","Erratic","Medium-moving"
"21066","Erratic","Medium-moving"
"21067","Erratic","Slow-moving"
"21068","Erratic","Medium-moving"
"21069","Erratic","Fast-moving"
"21070","Erratic","Medium-moving"
"21071","Erratic","Medium-moving"
"21078","Erratic","Medium-moving"
"21080","Erratic","Medium-moving"
"21082","Moderate","Slow-moving"
"21084","Erratic","Medium-moving"
"21086","Erratic","Medium-moving"
"21087","Moderate","Medium-moving"
"21088","Erratic","Medium-moving"
"21089","Moderate","Medium-moving"
"21090","Erratic","Medium-moving"
"21094","Erratic","Medium-moving"
"21095","Erratic","Medium-moving"
"21096","Erratic","Medium-moving"
"21098","Erratic","Medium-moving"
"21100","Erratic","Slow-moving"
"21106","Erratic","Slow-moving"
"21107","Erratic","Medium-moving"
"21108","Erratic","Fast-moving"
"21109","Erratic","Medium-moving"
"21110","Erratic","Medium-moving"
"21111","Erratic","Medium-moving"
"21112","Erratic","Medium-moving"
"21114","Moderate","Medium-moving"
"21115","Erratic","Slow-moving"
"21116","Erratic","Slow-moving"
"21117","Moderate","Medium-moving"
"21120","Stable","Slow-moving"
"21121","Erratic","Medium-moving"
"21122","Erratic","Medium-moving"
"21123","Erratic","Medium-moving"
"21124","Erratic","Medium-moving"
"21125","Erratic","Medium-moving"
"21126","Erratic","Slow-moving"
"21128","Moderate","Slow-moving"
"21129","Moderate","Slow-moving"
"21131","Erratic","Slow-moving"
"21132","Moderate","Slow-moving"
"21134","Stable","Slow-moving"
"21135","Erratic","Medium-moving"
"21136","Erratic","Medium-moving"
"21137","Erratic","Fast-moving"
"21143","Erratic","Medium-moving"
"21144","Stable","Slow-moving"
"21145","Moderate","Medium-moving"
"21147","Erratic","Slow-moving"
"21154","Erratic","Medium-moving"
"21155","Erratic","Medium-moving"
"21156","Erratic","Medium-moving"
"21157","Erratic","Slow-moving"
"21158","Erratic","Medium-moving"
"21159","Erratic","Medium-moving"
"21160","Stable","Slow-moving"
"21161","Erratic","Slow-moving"
"21162","Erratic","Medium-moving"
"21163","Erratic","Medium-moving"
"21164","Erratic","Medium-moving"
"21165","Erratic","Medium-moving"
"21166","Erratic","Medium-moving"
"21167","Erratic","Fast-moving"
"21169","Erratic","Medium-moving"
"21171","Erratic","Medium-moving"
"21172","Erratic","Medium-moving"
"21174","Erratic","Medium-moving"
"21175","Erratic","Medium-moving"
"21179","Erratic","Medium-moving"
"21181","Erratic","Medium-moving"
"21186","Stable","Slow-moving"
"21187","Erratic","Medium-moving"
"21188","Erratic","Medium-moving"
"21189","Moderate","Slow-moving"
"21190","Erratic","Fast-moving"
"21191","Erratic","Medium-moving"
"21192","Erratic","Medium-moving"
"21194","Erratic","Medium-moving"
"21195","Erratic","Medium-moving"
"21196","Moderate","Medium-moving"
"21197","Erratic","Medium-moving"
"21198","Erratic","Medium-moving"
"21199","Erratic","Medium-moving"
"21200","Erratic","Medium-moving"
"21201","Erratic","Medium-moving"
"21202","Erratic","Medium-moving"
"21204","Moderate","Medium-moving"
"21205","Moderate","Slow-moving"
"21206","Erratic","Medium-moving"
"21207","Erratic","Medium-moving"
"21208","Erratic","Medium-moving"
"21209","Erratic","Medium-moving"
"21210","Erratic","Medium-moving"
"21211","Erratic","Medium-moving"
"21212","Erratic","Fast-moving"
"21213","Erratic","Fast-moving"
"21215","Erratic","Medium-moving"
"21216","Erratic","Slow-moving"
"21217","Erratic","Slow-moving"
"21218","Erratic","Medium-moving"
"21219","Moderate","Slow-moving"
"21220","Moderate","Slow-moving"
"21221","Moderate","Slow-moving"
"21222","Erratic","Slow-moving"
"21224","Erratic","Medium-moving"
"21226","Erratic","Slow-moving"
"21228","Moderate","Slow-moving"
"21231","Erratic","Medium-moving"
"21232","Erratic","Medium-moving"
"21238","Erratic","Medium-moving"
"21239","Erratic","Medium-moving"
"21240","Erratic","Medium-moving"
"21242","Erratic","Medium-moving"
"21243","Erratic","Medium-moving"
"21244","Erratic","Medium-moving"
"21245","Erratic","Medium-moving"
"21246","Erratic","Slow-moving"
"21248","Erratic","Slow-moving"
"21249","Erratic","Medium-moving"
"21250","Erratic","Slow-moving"
"21251","Moderate","Slow-moving"
"21253","Erratic","Slow-moving"
"21257","Erratic","Slow-moving"
"21258","Erratic","Slow-moving"
"21259","Erratic","Slow-moving"
"21260","Erratic","Medium-moving"
"21261","Erratic","Slow-moving"
"21262","Moderate","Slow-moving"
"21263","Erratic","Slow-moving"
"21264","Erratic","Medium-moving"
"21265","Moderate","Medium-moving"
"21268","Stable","Slow-moving"
"21269","Erratic","Slow-moving"
"21270","Moderate","Slow-moving"
"21272","Erratic","Medium-moving"
"21275","Stable","Slow-moving"
"21277","Stable","Slow-moving"
"21278","Moderate","Medium-moving"
"21279","Erratic","Slow-moving"
"21280","Moderate","Medium-moving"
"21281","Erratic","Slow-moving"
"21284","Erratic","Medium-moving"
"21285","Erratic","Medium-moving"
"21286","Erratic","Medium-moving"
"21287","Erratic","Fast-moving"
"21288","Erratic","Slow-moving"
"21289","Erratic","Medium-moving"
"21291","Erratic","Medium-moving"
"21292","Erratic","Fast-moving"
"21293","Erratic","Slow-moving"
"21294","Erratic","Fast-moving"
"21306","Erratic","Medium-moving"
"21307","Erratic","Medium-moving"
"21310","Stable","Slow-moving"
"21311","Erratic","Medium-moving"
"21313","Erratic","Medium-moving"
"21314","Erratic","Medium-moving"
"21316","Erratic","Medium-moving"
"21317","Erratic","Slow-moving"
"21318","Erratic","Medium-moving"
"21319","Erratic","Medium-moving"
"21320","Erratic","Medium-moving"
"21324","Moderate","Slow-moving"
"21326","Erratic","Fast-moving"
"21327","Erratic","Slow-moving"
"21328","Erratic","Slow-moving"
"21329","Erratic","Slow-moving"
"21331","Moderate","Slow-moving"
"21332","Moderate","Slow-moving"
"21333","Moderate","Slow-moving"
"21336","Moderate","Slow-moving"
"21340","Erratic","Slow-moving"
"21344","Moderate","Slow-moving"
"21348","Erratic","Fast-moving"
"21349","Moderate","Slow-moving"
"21351","Erratic","Slow-moving"
"21352","Erratic","Slow-moving"
"21354","Erratic","Medium-moving"
"21355","Erratic","Medium-moving"
"21356","Erratic","Slow-moving"
"21357","Erratic","Medium-moving"
"21358","Erratic","Slow-moving"
"21359","Erratic","Slow-moving"
"21360","Erratic","Slow-moving"
"21361","Erratic","Slow-moving"
"21363","Erratic","Slow-moving"
"21364","Stable","Slow-moving"
"21365","Erratic","Medium-moving"
"21366","Moderate","Slow-moving"
"21367","Erratic","Slow-moving"
"21368","Erratic","Slow-moving"
"21369","Moderate","Medium-moving"
"21370","Moderate","Slow-moving"
"21371","Erratic","Medium-moving"
"21372","Moderate","Slow-moving"
"21373","Moderate","Medium-moving"
"21374","Erratic","Medium-moving"
"21375","Stable","Slow-moving"
"21376","Moderate","Slow-moving"
"21377","Moderate","Slow-moving"
"21378","Moderate","Slow-moving"
"21379","Moderate","Slow-moving"
"21380","Erratic","Medium-moving"
"21381","Erratic","Medium-moving"
"21382","Erratic","Medium-moving"
"21383","Erratic","Medium-moving"
"21385","Erratic","Medium-moving"
"21386","Moderate","Medium-moving"
"21389","Erratic","Medium-moving"
"21390","Erratic","Medium-moving"
"21391","Erratic","Medium-moving"
"21392","Moderate","Slow-moving"
"21393","Moderate","Slow-moving"
"21394","Moderate","Fast-moving"
"21395","Moderate","Fast-moving"
"21397","Erratic","Medium-moving"
"21398","Erratic","Fast-moving"
"21399","Moderate","Fast-moving"
"21400","Moderate","Medium-moving"
"21401","Moderate","Medium-moving"
"21402","Erratic","Medium-moving"
"21403","Erratic","Medium-moving"
"21407","Erratic","Slow-moving"
"21408","Erratic","Slow-moving"
"21410","Stable","Slow-moving"
"21411","Erratic","Slow-moving"
"21413","Moderate","Slow-moving"
"21414","Stable","Slow-moving"
"21415","Erratic","Slow-moving"
"21416","Stable","Slow-moving"
"21417","Erratic","Medium-moving"
"21418","Moderate","Slow-moving"
"21420","Erratic","Slow-moving"
"21421","Erratic","Fast-moving"
"21422","Erratic","Fast-moving"
"21424","Erratic","Slow-moving"
"21425","Erratic","Slow-moving"
"21426","Erratic","Medium-moving"
"21427","Moderate","Slow-moving"
"21428","Erratic","Slow-moving"
"21429","Erratic","Medium-moving"
"21430","Erratic","Medium-moving"
"21439","Erratic","Medium-moving"
"21441","Erratic","Medium-moving"
"21442","Erratic","Medium-moving"
"21445","Erratic","Medium-moving"
"21446","Erratic","Slow-moving"
"21447","Erratic","Medium-moving"
"21448","Erratic","Slow-moving"
"21452","Erratic","Slow-moving"
"21454","Erratic","Slow-moving"
"21455","Erratic","Medium-moving"
"21456","Moderate","Medium-moving"
"21457","Erratic","Slow-moving"
"21458","Moderate","Medium-moving"
"21459","Moderate","Slow-moving"
"21460","Moderate","Slow-moving"
"21461","Moderate","Slow-moving"
"21462","Erratic","Slow-moving"
"21463","Erratic","Slow-moving"
"21464","Moderate","Slow-moving"
"21465","Moderate","Slow-moving"
"21466","Erratic","Slow-moving"
"21467","Erratic","Slow-moving"
"21468","Moderate","Slow-moving"
"21469","Moderate","Slow-moving"
"21470","Moderate","Slow-moving"
"21471","Erratic","Slow-moving"
"21472","Erratic","Slow-moving"
"21473","Stable","Slow-moving"
"21476","Moderate","Slow-moving"
"21479","Erratic","Medium-moving"
"21481","Erratic","Medium-moving"
"21484","Erratic","Slow-moving"
"21485","Erratic","Medium-moving"
"21486","Moderate","Slow-moving"
"21488","Erratic","Slow-moving"
"21491","Stable","Slow-moving"
"21494","Erratic","Medium-moving"
"21495","Erratic","Fast-moving"
"21497","Erratic","Fast-moving"
"21498","Erratic","Fast-moving"
"21499","Moderate","Fast-moving"
"21500","Moderate","Fast-moving"
"21503","Erratic","Fast-moving"
"21504","Erratic","Medium-moving"
"21506","Erratic","Medium-moving"
"21507","Erratic","Medium-moving"
"21508","Erratic","Medium-moving"
"21509","Erratic","Medium-moving"
"21518","Erratic","Medium-moving"
"21519","Moderate","Medium-moving"
"21520","Erratic","Medium-moving"
"21523","Erratic","Medium-moving"
"21524","Erratic","Slow-moving"
"21527","Erratic","Slow-moving"
"21528","Moderate","Slow-moving"
"21530","Erratic","Medium-moving"
"21531","Erratic","Medium-moving"
"21533","Erratic","Slow-moving"
"21534","Moderate","Slow-moving"
"21535","Erratic","Medium-moving"
"21537","Erratic","Medium-moving"
"21538","Moderate","Slow-moving"
"21539","Erratic","Slow-moving"
"21544","Erratic","Medium-moving"
"21547","Moderate","Slow-moving"
"21555","Erratic","Medium-moving"
"21556","Erratic","Medium-moving"
"21557","Erratic","Slow-moving"
"21558","Erratic","Medium-moving"
"21559","Erratic","Medium-moving"
"21561","Erratic","Medium-moving"
"21562","Erratic","Medium-moving"
"21563","Erratic","Medium-moving"
"21564","Erratic","Medium-moving"
"21576","Moderate","Slow-moving"
"21577","Moderate","Slow-moving"
"21578","Erratic","Medium-moving"
"21579","Moderate","Slow-moving"
"21580","Erratic","Slow-moving"
"21581","Erratic","Slow-moving"
"21584","Erratic","Medium-moving"
"21586","Erratic","Medium-moving"
"21587","Erratic","Medium-moving"
"21588","Erratic","Medium-moving"
"21591","Erratic","Medium-moving"
"21592","Erratic","Medium-moving"
"21594","Stable","Slow-moving"
"21595","Stable","Slow-moving"
"21609","Erratic","Medium-moving"
"21613","Erratic","Medium-moving"
"21614","Erratic","Medium-moving"
"21615","Erratic","Medium-moving"
"21616","Erratic","Medium-moving"
"21617","Erratic","Slow-moving"
"21618","Erratic","Slow-moving"
"21619","Erratic","Medium-moving"
"21620","Erratic","Medium-moving"
"21621","Erratic","Medium-moving"
"21622","Moderate","Slow-moving"
"21623","Erratic","Medium-moving"
"21624","Moderate","Slow-moving"
"21625","Moderate","Slow-moving"
"21626","Moderate","Medium-moving"
"21627","Moderate","Slow-moving"
"21628","Erratic","Slow-moving"
"21629","Moderate","Slow-moving"
"21630","Erratic","Slow-moving"
"21631","Erratic","Medium-moving"
"21632","Erratic","Slow-moving"
"21633","Erratic","Slow-moving"
"21634","Erratic","Fast-moving"
"21635","Erratic","Medium-moving"
"21636","Erratic","Medium-moving"
"21637","Moderate","Medium-moving"
"21638","Erratic","Medium-moving"
"21640","Erratic","Medium-moving"
"21641","Erratic","Fast-moving"
"21642","Erratic","Fast-moving"
"21643","Erratic","Medium-moving"
"21644","Erratic","Medium-moving"
"21647","Erratic","Slow-moving"
"21648","Erratic","Medium-moving"
"21650","Erratic","Medium-moving"
"21651","Erratic","Medium-moving"
"21654","Erratic","Medium-moving"
"21655","Stable","Medium-moving"
"21656","Moderate","Slow-moving"
"21657","Moderate","Slow-moving"
"21658","Erratic","Slow-moving"
"21661","Stable","Slow-moving"
"21662","Erratic","Slow-moving"
"21664","Erratic","Medium-moving"
"21666","Moderate","Medium-moving"
"21667","Stable","Slow-moving"
"21668","Erratic","Medium-moving"
"21669","Erratic","Medium-moving"
"21670","Erratic","Medium-moving"
"21671","Erratic","Medium-moving"
"21672","Erratic","Medium-moving"
"21673","Erratic","Medium-moving"
"21675","Erratic","Medium-moving"
"21676","Erratic","Slow-moving"
"21677","Moderate","Medium-moving"
"21678","Moderate","Slow-moving"
"21679","Erratic","Medium-moving"
"21680","Erratic","Medium-moving"
"21681","Stable","Slow-moving"
"21682","Erratic","Medium-moving"
"21683","Moderate","Medium-moving"
"21684","Erratic","Medium-moving"
"21686","Erratic","Slow-moving"
"21688","Erratic","Medium-moving"
"21689","Moderate","Slow-moving"
"21690","Erratic","Medium-moving"
"21692","Stable","Slow-moving"
"21693","Moderate","Medium-moving"
"21694","Erratic","Medium-moving"
"21695","Moderate","Medium-moving"
"21696","Moderate","Medium-moving"
"21698","Erratic","Medium-moving"
"21700","Erratic","Medium-moving"
"21703","Erratic","Fast-moving"
"21704","Erratic","Fast-moving"
"21705","Erratic","Medium-moving"
"21706","Moderate","Slow-moving"
"21707","Moderate","Slow-moving"
"21708","Erratic","Slow-moving"
"21709","Moderate","Slow-moving"
"21710","Moderate","Slow-moving"
"21711","Erratic","Slow-moving"
"21713","Erratic","Slow-moving"
"21714","Erratic","Medium-moving"
"21715","Erratic","Medium-moving"
"21716","Erratic","Medium-moving"
"21717","Erratic","Medium-moving"
"21718","Erratic","Medium-moving"
"21719","Erratic","Medium-moving"
"21720","Moderate","Medium-moving"
"21721","Erratic","Medium-moving"
"21722","Erratic","Slow-moving"
"21723","Erratic","Medium-moving"
"21724","Erratic","Medium-moving"
"21725","Erratic","Medium-moving"
"21726","Moderate","Medium-moving"
"21730","Moderate","Slow-moving"
"21731","Erratic","Medium-moving"
"21733","Erratic","Medium-moving"
"21735","Erratic","Slow-moving"
"21736","Moderate","Medium-moving"
"21738","Moderate","Slow-moving"
"21739","Moderate","Slow-moving"
"21741","Moderate","Slow-moving"
"21742","Erratic","Slow-moving"
"21743","Erratic","Medium-moving"
"21744","Moderate","Slow-moving"
"21745","Erratic","Slow-moving"
"21746","Erratic","Medium-moving"
"21747","Erratic","Medium-moving"
"21749","Erratic","Medium-moving"
"21750","Erratic","Slow-moving"
"21754","Erratic","Slow-moving"
"21755","Erratic","Slow-moving"
"21756","Moderate","Slow-moving"
"21757","Stable","Slow-moving"
"21758","Moderate","Slow-moving"
"21761","Stable","Slow-moving"
"21763","Stable","Slow-moving"
"21769","Moderate","Medium-moving"
"21770","Erratic","Slow-moving"
"21773","Erratic","Medium-moving"
"21774","Erratic","Medium-moving"
"21775","Erratic","Slow-moving"
"21777","Moderate","Slow-moving"
"21781","Moderate","Slow-moving"
"21784","Moderate","Slow-moving"
"21785","Erratic","Fast-moving"
"21786","Erratic","Medium-moving"
"21787","Erratic","Fast-moving"
"21788","Erratic","Medium-moving"
"21789","Erratic","Medium-moving"
"21790","Erratic","Medium-moving"
"21791","Erratic","Medium-moving"
"21792","Erratic","Slow-moving"
"21793","Erratic","Slow-moving"
"21794","Erratic","Slow-moving"
"21801","Erratic","Medium-moving"
"21802","Erratic","Medium-moving"
"21803","Erratic","Medium-moving"
"21804","Erratic","Slow-moving"
"21807","Erratic","Medium-moving"
"21808","Moderate","Slow-moving"
"21809","Erratic","Medium-moving"
"21810","Erratic","Fast-moving"
"21811","Erratic","Medium-moving"
"21812","Erratic","Slow-moving"
"21813","Erratic","Slow-moving"
"21814","Moderate","Slow-moving"
"21815","Erratic","Medium-moving"
